kitchenSlug,kitchenCode,kitchenName,kitchenStatus,kitchenDescription,contracts,itemId,itemType,sortOrder,code,articleNumber,name,price,widthMm,heightMm,depthMm,componentKey,iconKey,colorKey,isLocked,isActive,infoText,productImagePath,productInfoPdfPath,productInfoSummary,productInfoKeyFacts,productInfoExtractedText,productInfoUpdatedAt,createdAt,updatedAt
kitchen-model-b,260 309,Linear Kitchen,ACTIVE,Compact single-wall layout ideal for smaller spaces,123456|1234567|12345678|1238999|456321|6701111111|6704444444|670888888|736268|CDE-80331-002|DEMO-20095-001|EFG-10117-001,cmoh7lg6d000ysn1obghztnu9,COMPONENT,50,CAB-WALL-B-R-600,H6002,Wall Cabinet right (600 x 723 x 320 mm),149.00,600,720,340,wall-cabinet-5,wall_cabinet_plain,#ff7f9f,false,true,"H6002, 2 adjustable shelves",,,,"""""",,,Mon Apr 27 2026 15:04:29 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:23 GMT+0200 (Central European Summer Time)
kitchen-model-b,260 309,Linear Kitchen,ACTIVE,Compact single-wall layout ideal for smaller spaces,123456|1234567|12345678|1238999|456321|6701111111|6704444444|670888888|736268|CDE-80331-002|DEMO-20095-001|EFG-10117-001,cmoh7lg6d0010sn1ojhbd6wx9,COMPONENT,52,HOOD-B-FH664621E,FH 664 621 S,FH664621E Extractor Hood,349.00,599,173,303,extractor-hood,extractor_hood,#394c00,false,false,"Flat pull-out hood, 60 cm",/product-images/email/fh664621s-flat-hood.jpg,/product-info/fh-664-621-s-product-info.pdf,Flachschirmhaube FH 664 621 S fuer eine 60-cm-Kuechenloesung. Die aktuelle Produktinformation nennt Energieklasse A und bis zu 70 dB Betriebsgeraesch.,"Energieklasse: A | Geraeusch: max. 70 dB | Breite: 60 cm | Luftleistung: 170-415 m3/h | Betriebsart: Abluft / Umluft | Jahresverbrauch: 24.8 kWh/Jahr. | Geraetemasse H x B x T (mm): 173,0 x 599 x 303.","Produktname: AMICA FH 664 621 S Flachschirmhaube, 60 cm.
Wichtige Punkte:
- Teleskophaube / Flachschirmhaube in Schwarz mit mechanischen Schaltern.
- Energieklasse A, Jahresverbrauch 24.8 kWh, Fluid-Dynamic-Effizienzklasse B.
- 3 Leistungsstufen, Luftleistung 170-415 m3/h, Geraeusch 49-70 dB.
- 2 LED-Leuchten, 2 spuelmaschinengeeignete Aluminium-Fettfilter.
Auswahlhinweise:
- Vor der Bestellung Einbauposition und Luftfuehrung pruefen.",Fri Jun 12 2026 14:45:23 GMT+0200 (Central European Summer Time),Mon Apr 27 2026 15:04:29 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:23 GMT+0200 (Central European Summer Time)
kitchen-model-b,260 309,Linear Kitchen,ACTIVE,Compact single-wall layout ideal for smaller spaces,123456|1234567|12345678|1238999|456321|6701111111|6704444444|670888888|736268|CDE-80331-002|DEMO-20095-001|EFG-10117-001,cmoh7lg6e0012sn1o92u6pbc2,COMPONENT,55,LIGHT-B-LED-001,KA220043_S3,LED Lighting Set,69.00,,,,under-cabinet-light,under_cabinet_light,#666666,false,true,LED lighting set,,/product-info/led-lighting-set-elabel.pdf,Energie-Label fuer das LED-Beleuchtungsset KA220043_S3. Das Label nennt Energieeffizienzklasse E und 3 kWh / 1000 h.,Product type: LED lighting set. | Model: KA220043_S3. | Energy efficiency class: E. | Energy consumption: 3 kWh / 1000 h. | Document: Energy label.,"Product name: LED lighting set KA220043_S3.
Wichtige Punkte:
- Product type: LED lighting set.
- Model: KA220043_S3.
- Energy efficiency class: E.
- Energy consumption: 3 kWh / 1000 h.
- Document: Energy label.
Auswahlhinweise:
- Show this label with the LED lighting set.",Fri Jun 12 2026 14:45:23 GMT+0200 (Central European Summer Time),Mon Apr 27 2026 15:04:29 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:23 GMT+0200 (Central European Summer Time)
kitchen-model-b,260 309,Linear Kitchen,ACTIVE,Compact single-wall layout ideal for smaller spaces,123456|1234567|12345678|1238999|456321|6701111111|6704444444|670888888|736268|CDE-80331-002|DEMO-20095-001|EFG-10117-001,cmoh7lg6f0014sn1oh5ahargz,COMPONENT,60,WM-B-EWA34660W,EWA34660W + TGV60 + WU16,Washing machine + front + side panel,639.00,600,830,540,base-module-1,washing_machine_base,springgreen,false,true,"EWA34660W, 8 kg, 1400 rpm",/product-images/email/ewa34660w-washing-machine.jpg,/product-info/ewa-34660-w-product-info.pdf,"Waschmaschine EWA34660W fuer die Kuechenkonfiguration. Die Produktinformation nennt Energieeffizienzklasse A, 47 kWh / 100 Zyklen, 48 l/Zyklus, 8 kg Fassungsvermoegen, 1400 U/min, 72 dB(A) und Geraetemasse 830 x 600 x 540 mm.",Produkttyp: Waschmaschine. | Modell: EWA34660W. | Energieeffizienzklasse: A. | Energieverbrauch: 47 kWh / 100 Zyklen. | Wasserverbrauch: 48 l/Zyklus. | Fassungsvermoegen: 8 kg. | Schleuderdrehzahl: 1400 U/min. | Geraeusch: 72 dB(A) | Geraetemasse H x B x T (mm): 830 x 600 x 540. | Einbaumasse H x B x T (mm): 825 x 600 x 580. | Wasser- und Stromanschluss nach Produktinformation beachten.,"Produktname: Waschmaschine EWA34660W.
Wichtige Punkte:
- Produkttyp: Waschmaschine.
- Modell: EWA34660W.
- Energieeffizienzklasse: A.
- Energieverbrauch: 47 kWh / 100 Zyklen.
- Wasserverbrauch: 48 l/Zyklus.
- Fassungsvermoegen: 8 kg.
- Schleuderdrehzahl: 1400 U/min.
- Geraeusch: 72 dB(A)
- Geraetemasse H x B x T (mm): 830 x 600 x 540.
- Einbaumasse H x B x T (mm): 825 x 600 x 580.
- Wasser- und Stromanschluss nach Produktinformation beachten.
Auswahlhinweise:
- Vor der Bestellung Wasseranschluss, Ablauf und Stellmass pruefen.",Fri Jun 12 2026 14:45:23 GMT+0200 (Central European Summer Time),Mon Apr 27 2026 15:04:29 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:23 GMT+0200 (Central European Summer Time)
kitchen-model-b,260 309,Linear Kitchen,ACTIVE,Compact single-wall layout ideal for smaller spaces,123456|1234567|12345678|1238999|456321|6701111111|6704444444|670888888|736268|CDE-80331-002|DEMO-20095-001|EFG-10117-001,cmoh7lg6f0016sn1os1fc1kc6,COMPONENT,70,SINKBASE-B-600,,Sink Base Cabinet (600 x 600 x 878 mm),0.00,600,878,600,base-module-2,sink_base,springgreen,true,true,Blanco Botton Pro 45/2 waste system,,,,"""""",,,Mon Apr 27 2026 15:04:29 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:23 GMT+0200 (Central European Summer Time)
kitchen-model-b,260 309,Linear Kitchen,ACTIVE,Compact single-wall layout ideal for smaller spaces,123456|1234567|12345678|1238999|456321|6701111111|6704444444|670888888|736268|CDE-80331-002|DEMO-20095-001|EFG-10117-001,cmoh7lg6g0018sn1oj5osgx4y,COMPONENT,80,DISH-B-600-STD,A-EGSPV597210 + TGV60,Fully integrated dishwasher incl. furniture front,579.00,600,815,550,base-module-3,dishwasher_base,#001f7f,false,true,"Fully integrated dishwasher, 60 cm",/product-images/email/a-egspv597210-dishwasher.jpg,/product-info/a-egspv597210-product-info-eco21.pdf,"Vollintegrierter 60-cm-Geschirrspueler fuer den Einbau hinter einer Moebelfront. Die aktuelle Produktinformation nennt 12 Massgedecke, Energieklasse D und 5 Programme.",Energieklasse: D | Energieverbrauch: 82 kWh / 100 Zyklen. | Wasserverbrauch: 11.0 l/Zyklus. | Geraeusch: 49 dB | Breite: 60 cm | Geraetemasse H x B x T (mm): 815 x 598 x 550. | Einbaumasse H x B x T (mm): 820 - 870 x 600 x 580. | Tiefe bei geoeffneter Tuer (mm): 1150. | Programme: 5 | Kapazitaet: 12 Massgedecke,"Produktname: Architecto / AMICA A-EGSPV597210 Geschirrspueler, 60 cm.
Wichtige Punkte:
- Produkttyp: vollintegrierter Einbau-Geschirrspueler.
- 12 Massgedecke, 5 Programme, 4 Temperaturen.
- Energieklasse D, 82 kWh / 100 Zyklen, 11.0 l / Zyklus.
- Energieverbrauch: 82 kWh / 100 Zyklen.
- Wasserverbrauch: 11.0 l/Zyklus.
- Geraeusch: 49 dB(A), Klasse C.
- Geraetemasse H x B x T (mm): 815 x 598 x 550.
- Einbaumasse H x B x T (mm): 820 - 870 x 600 x 580.
- Tiefe bei geoeffneter Tuer (mm): 1150.
- Ausstattung: Aquastop, Extra Dry, OpenDry, halbe Beladung, Startzeitvorwahl 3/6/9 h.
Auswahlhinweise:
- Vor der Bestellung Einbaumass, Frontintegration und Anschlussposition pruefen.",Fri Jun 12 2026 14:45:23 GMT+0200 (Central European Summer Time),Mon Apr 27 2026 15:04:29 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:23 GMT+0200 (Central European Summer Time)
kitchen-model-b,260 309,Linear Kitchen,ACTIVE,Compact single-wall layout ideal for smaller spaces,123456|1234567|12345678|1238999|456321|6701111111|6704444444|670888888|736268|CDE-80331-002|DEMO-20095-001|EFG-10117-001,cmoh7lg6h001asn1o6a3cz2re,COMPONENT,85,TOP-B-3036,,Worktop (40 x 600 x 3036 mm),0.00,3036,40,600,worktop,worktop,springgreen,true,true,"PLS, concrete slate gray",,,,"""""",,,Mon Apr 27 2026 15:04:29 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:23 GMT+0200 (Central European Summer Time)
kitchen-model-b,260 309,Linear Kitchen,ACTIVE,Compact single-wall layout ideal for smaller spaces,123456|1234567|12345678|1238999|456321|6701111111|6704444444|670888888|736268|CDE-80331-002|DEMO-20095-001|EFG-10117-001,cmoh7lg6h001csn1ofjbisbr6,COMPONENT,90,OVEN-B-600-HOB,,Built-in Oven and Hob (600 x 600 x 878 mm),449.00,600,878,600,oven-module,oven_base,springgreen,true,true,Built-in oven + induction hob,/product-images/email/ebx943600s-oven.jpg,/product-info/ebx-943-600-s-product-info.pdf,"Kombinierte Auswahl aus Einbaubackofen EBX 943 600 S und Induktionskochfeld OL-KMI 754 000 E. Die aktuellen Produktinformationen nennen 77 l Garraum, 9 Backofenfunktionen sowie 4 Kochzonen mit 9 Leistungsstufen.","Backofen: Energieklasse A | Backofen: Energieverbrauch: 0.99 kWh conventional / 0.83 kWh hot air. | Backofen: 77 l Volumen, 9 Funktionen | Backofen: Geraetemasse H x B x T (mm): 595 x 595 x 575. | Backofen: Einbaumasse H x B x T (mm): 595,0 x 560 x 560. | Kochfeld: 60 cm, 4 Kochzonen | Kochfeld: Geraetemasse B x T (mm): 590 x 520. | Kochfeld: Ausschnittmasse B x T (mm): 560 x 490. | Kochfeld: 9 Leistungsstufen | Set: Backofen + Induktionskochfeld","Produktname: AMICA EBX 943 600 S Backofen + AMICA OL-KMI 754 000 E Induktionskochfeld.
Wichtige Punkte:
- Backofen: Einbau-Elektrobackofen mit 77 l Volumen, Energieklasse A und 9 Funktionen.
- Backofen: Energieverbrauch: 0.99 kWh conventional / 0.83 kWh hot air.
- Backofen: Geraetemasse H x B x T (mm): 595 x 595 x 575.
- Backofen: Einbaumasse H x B x T (mm): 595,0 x 560 x 560.
- Backofen: SensorControl Timer, versenkbare Knebel, CoolDoor3, Steam Clean.
- Kochfeld: autarkes Induktionskochfeld, 60 cm, 4 Kochzonen mit Booster.
- Kochfeld: Geraetemasse B x T (mm): 590 x 520.
- Kochfeld: Ausschnittmasse B x T (mm): 560 x 490.
- Kochfeld: 9 Leistungsstufen, Timer, Restwaermeanzeige, Topferkennung, Kindersicherung.
Auswahlhinweise:
- Vor der Bestellung Nischenmass, Anschlusswert und Elektroanschluss pruefen.",Fri Jun 12 2026 14:45:23 GMT+0200 (Central European Summer Time),Mon Apr 27 2026 15:04:29 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:23 GMT+0200 (Central European Summer Time)
kitchen-model-b,260 309,Linear Kitchen,ACTIVE,Compact single-wall layout ideal for smaller spaces,123456|1234567|12345678|1238999|456321|6701111111|6704444444|670888888|736268|CDE-80331-002|DEMO-20095-001|EFG-10117-001,cmoh7lg6i001esn1o975arrxp,COMPONENT,100,CAB-BASE-B-STR,US60,Base cabinet with drawer 600/600 mm,219.00,600,878,600,drawer-module,drawer_base_two,#ffbf00,false,true,STR base storage cabinet,,,,"""""",,,Mon Apr 27 2026 15:04:29 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:23 GMT+0200 (Central European Summer Time)
kitchen-model-b,260 309,Linear Kitchen,ACTIVE,Compact single-wall layout ideal for smaller spaces,123456|1234567|12345678|1238999|456321|6701111111|6704444444|670888888|736268|CDE-80331-002|DEMO-20095-001|EFG-10117-001,cmoh7lg6i001gsn1ogpmnossp,COMPONENT,110,REF-B-545-1800-700,OL-KGCN388140E,Freestanding refrigerator 178 cm,579.00,710,1780,,refrigerator,tall_refrigerator,black,false,true,"Fridge-freezer, 180 cm, NoFrost",/product-images/email/kgc15495s-fridge.jpg,/product-info/kgc-15495-s-product-info-eco21.pdf,"Freistehende Kuehl-Gefrierkombination KGC 15495 S fuer die Kuechenplanung. Die aktuelle Produktinformation nennt NoFrost, 180 cm Bauhoehe und Energieklasse E.",Energieklasse: E | Geraeusch: 41 dB | Hoehe: 180 cm | Nutzinhalt: 250 l | NoFrost: Kuehlen und Gefrieren | Jahresverbrauch: 219 kWh/Jahr. | Geraetemasse H x B x T (mm): 1800 x 545 x 590.,"Produktname: AMICA KGC 15495 S Kuehl-/Gefrierkombination, 180 cm.
Wichtige Punkte:
- Modell: KGC 15495 S.
- Freistehendes Kuehl-Gefriergeraet mit NoFrost und automatischer Abtauung.
- Geraetemasse H x B x T (mm): 1800 x 545 x 590.
- Energieklasse E, Jahresverbrauch 219 kWh, Geraeusch 41 dB(A), Klasse C.
- Kuehlen 180 l, Gefrieren 70 l, 4-Sterne-Gefrierteil.
- Ausstattung: FreshZone, VitControl Plus, LED-Licht, Flaschenregal, 3 Gefrierschubladen.
Auswahlhinweise:
- Vor der Bestellung Geraetemass, Tueranschlag und Belueftung im Kuechenplan pruefen.",Fri Jun 12 2026 14:45:23 GMT+0200 (Central European Summer Time),Mon Apr 27 2026 15:04:29 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:23 GMT+0200 (Central European Summer Time)
kitchen-model-b,260 309,Linear Kitchen,ACTIVE,Compact single-wall layout ideal for smaller spaces,123456|1234567|12345678|1238999|456321|6701111111|6704444444|670888888|736268|CDE-80331-002|DEMO-20095-001|EFG-10117-001,cmoh7lg6j001isn1oxg7lo66y,COMPONENT,120,SINK-B-BOTTON-45,517467,Sink and Waste System,89.00,,,,sink-faucet,sink_faucet,black,true,true,Blanco Botton Pro 45/2 manual waste system,,,,"""""",,,Mon Apr 27 2026 15:04:29 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:23 GMT+0200 (Central European Summer Time)
kitchen-model-b,260 309,Linear Kitchen,ACTIVE,Compact single-wall layout ideal for smaller spaces,123456|1234567|12345678|1238999|456321|6701111111|6704444444|670888888|736268|CDE-80331-002|DEMO-20095-001|EFG-10117-001,cmoh7lg6k001ksn1oq1wcg8jh,ACCESSORY,200,ACC-WASTE-001,Blanco Botton 517467,Waste separation system,89.00,,,,,waste_system,,false,true,Blanco Botton 517467,,,,"""""",,,Mon Apr 27 2026 15:04:29 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:23 GMT+0200 (Central European Summer Time)
kitchen-model-b,260 309,Linear Kitchen,ACTIVE,Compact single-wall layout ideal for smaller spaces,123456|1234567|12345678|1238999|456321|6701111111|6704444444|670888888|736268|CDE-80331-002|DEMO-20095-001|EFG-10117-001,cmoh7lg6k001msn1odmsxxca7,ACCESSORY,210,ACC-CUTLERY-ZB60SG,ZB60SG,Cutlery insert 60 cm,25.00,,,,,cutlery_insert,,false,true,Cutlery insert 60 cm,,,,"""""",,,Mon Apr 27 2026 15:04:29 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:23 GMT+0200 (Central European Summer Time)
kitchen-model-b,260 309,Linear Kitchen,ACTIVE,Compact single-wall layout ideal for smaller spaces,123456|1234567|12345678|1238999|456321|6701111111|6704444444|670888888|736268|CDE-80331-002|DEMO-20095-001|EFG-10117-001,cmoh7lg6l001osn1oncb3fnln,ACCESSORY,220,ACC-LIGHT-003,KA220043_S3,Beleuchtungsset 3 LED-Spots,69.00,,,,,lighting_set,,false,true,,,/product-info/led-lighting-set-elabel.pdf,Energie-Label fuer das LED-Beleuchtungsset KA220043_S3. Das Label nennt Energieeffizienzklasse E und 3 kWh / 1000 h.,Product type: LED lighting set. | Model: KA220043_S3. | Energy efficiency class: E. | Energy consumption: 3 kWh / 1000 h. | Document: Energy label.,"Product name: LED lighting set KA220043_S3.
Wichtige Punkte:
- Product type: LED lighting set.
- Model: KA220043_S3.
- Energy efficiency class: E.
- Energy consumption: 3 kWh / 1000 h.
- Document: Energy label.
Auswahlhinweise:
- Show this label with the LED lighting set.",Fri Jun 12 2026 14:45:23 GMT+0200 (Central European Summer Time),Mon Apr 27 2026 15:04:29 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:23 GMT+0200 (Central European Summer Time)
kitchen-model-b,260 309,Linear Kitchen,ACTIVE,Compact single-wall layout ideal for smaller spaces,123456|1234567|12345678|1238999|456321|6701111111|6704444444|670888888|736268|CDE-80331-002|DEMO-20095-001|EFG-10117-001,cmoh7lg6m001qsn1ohan6aepd,SERVICE,300,SVC-MONTAGE-001,,"Lieferung, Vertragen, Montage und Anschluss",349.00,,,,,delivery_assembly,,false,true,,,,,"""""",,,Mon Apr 27 2026 15:04:29 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:23 GMT+0200 (Central European Summer Time)
kitchen-model-b,260 309,Linear Kitchen,ACTIVE,Compact single-wall layout ideal for smaller spaces,123456|1234567|12345678|1238999|456321|6701111111|6704444444|670888888|736268|CDE-80331-002|DEMO-20095-001|EFG-10117-001,cmoh7lg6n001ssn1ordo40eb7,SERVICE,310,SVC-PICKUP-001,,Abholung an Logistikstandort,0.00,,,,,pickup,,false,true,,,,,"""""",,,Mon Apr 27 2026 15:04:29 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:23 GMT+0200 (Central European Summer Time)
kitchen-model-c,560303,Split Kitchen,ACTIVE,Two-part layout with separated zones for flexibility,11111111|736269|CDE-80539-001|EFG-10115-001|EFG-10117-002,cmoh7lg6r001vsn1ouaehundg,COMPONENT,10,REF-C-545-1800-700,OL-KGCN388140E,Freestanding refrigerator 178 cm,579.00,710,1780,,refrigerator,tall_refrigerator,black,false,true,"Fridge-freezer, 180 cm, NoFrost",/product-images/email/kgc15495s-fridge.jpg,/product-info/kgc-15495-s-product-info-eco21.pdf,"Freistehende Kuehl-Gefrierkombination KGC 15495 S fuer die Kuechenplanung. Die aktuelle Produktinformation nennt NoFrost, 180 cm Bauhoehe und Energieklasse E.",Energieklasse: E | Geraeusch: 41 dB | Hoehe: 180 cm | Nutzinhalt: 250 l | NoFrost: Kuehlen und Gefrieren | Jahresverbrauch: 219 kWh/Jahr. | Geraetemasse H x B x T (mm): 1800 x 545 x 590.,"Produktname: AMICA KGC 15495 S Kuehl-/Gefrierkombination, 180 cm.
Wichtige Punkte:
- Modell: KGC 15495 S.
- Freistehendes Kuehl-Gefriergeraet mit NoFrost und automatischer Abtauung.
- Geraetemasse H x B x T (mm): 1800 x 545 x 590.
- Energieklasse E, Jahresverbrauch 219 kWh, Geraeusch 41 dB(A), Klasse C.
- Kuehlen 180 l, Gefrieren 70 l, 4-Sterne-Gefrierteil.
- Ausstattung: FreshZone, VitControl Plus, LED-Licht, Flaschenregal, 3 Gefrierschubladen.
Auswahlhinweise:
- Vor der Bestellung Geraetemass, Tueranschlag und Belueftung im Kuechenplan pruefen.",Fri Jun 12 2026 14:45:23 GMT+0200 (Central European Summer Time),Mon Apr 27 2026 15:04:29 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:23 GMT+0200 (Central European Summer Time)
kitchen-model-c,560303,Split Kitchen,ACTIVE,Two-part layout with separated zones for flexibility,11111111|736269|CDE-80539-001|EFG-10115-001|EFG-10117-002,cmoh7lg6s001xsn1oa5cox5xq,COMPONENT,20,HOOD-C-FH664621E,KHF664611S,Angled extractor hood + filter,209.00,,,,extractor-hood,extractor_hood_chimney,#8a6b34,false,true,"Chimney hood, 60 cm",/product-images/email/khf664611s-chimney-hood.jpg,/product-info/khf-664-611-s-chimney-extractor-hood-product-info.pdf,"Kaminhaube KHF 664 611 S Stripe X fuer die Kochwand. Die Produktinformation nennt Energieklasse A++, 60 cm Breite und bis zu 67 dB.",Energieklasse: A++ | Geraeusch: max. 67 dB | Breite: 60 cm | Luftleistung: 317-595 m3/h | Betriebsart: Abluft / Umluft,"Produktname: AMICA KHF 664 611 S Stripe X Kaminhaube, 60 cm.
Wichtige Punkte:
- Kaminhaube mit schwarzem Glasschirm und Edelstahlstreifen.
- Energieklasse A++, Jahresverbrauch 22.7 kWh, Fluid-Dynamic-Effizienzklasse A.
- 3 Leistungsstufen, Luftleistung 317-595 m3/h, Geraeusch 49-67 dB.
- SensorTouch, buerstenloser Motor, Nachlaufautomatik und 2 LED-Leuchten.
Auswahlhinweise:
- Vor der Bestellung Wandposition, Kaminschacht und Luftfuehrung pruefen.",Fri Jun 12 2026 14:45:23 GMT+0200 (Central European Summer Time),Mon Apr 27 2026 15:04:29 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
kitchen-model-c,560303,Split Kitchen,ACTIVE,Two-part layout with separated zones for flexibility,11111111|736269|CDE-80539-001|EFG-10115-001|EFG-10117-002,cmoh7lg6t001zsn1o0qr12bi5,COMPONENT,30,CAB-COOK-C-L-600,US60,Base cabinet with drawer 600/600 mm,219.00,600,878,600,cook-base-left,drawer_base_two,#f0a500,false,true,,,,,"""""",,,Mon Apr 27 2026 15:04:29 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
kitchen-model-c,560303,Split Kitchen,ACTIVE,Two-part layout with separated zones for flexibility,11111111|736269|CDE-80539-001|EFG-10115-001|EFG-10117-002,cmoh7lg6u0021sn1ow81r9k2z,COMPONENT,40,OVEN-C-600-HOB,,Built-in Oven and Hob (600 x 600 x 878 mm),449.00,,,,oven-base,oven_base,#00c76a,true,true,Built-in oven + induction hob,/product-images/email/ebx943600s-oven.jpg,/product-info/ebx-943-600-s-product-info.pdf,"Kombinierte Auswahl aus Einbaubackofen EBX 943 600 S und Induktionskochfeld OL-KMI 754 000 E. Die aktuellen Produktinformationen nennen 77 l Garraum, 9 Backofenfunktionen sowie 4 Kochzonen mit 9 Leistungsstufen.","Backofen: Energieklasse A | Backofen: Energieverbrauch: 0.99 kWh conventional / 0.83 kWh hot air. | Backofen: 77 l Volumen, 9 Funktionen | Backofen: Geraetemasse H x B x T (mm): 595 x 595 x 575. | Backofen: Einbaumasse H x B x T (mm): 595,0 x 560 x 560. | Kochfeld: 60 cm, 4 Kochzonen | Kochfeld: Geraetemasse B x T (mm): 590 x 520. | Kochfeld: Ausschnittmasse B x T (mm): 560 x 490. | Kochfeld: 9 Leistungsstufen | Set: Backofen + Induktionskochfeld","Produktname: AMICA EBX 943 600 S Backofen + AMICA OL-KMI 754 000 E Induktionskochfeld.
Wichtige Punkte:
- Backofen: Einbau-Elektrobackofen mit 77 l Volumen, Energieklasse A und 9 Funktionen.
- Backofen: Energieverbrauch: 0.99 kWh conventional / 0.83 kWh hot air.
- Backofen: Geraetemasse H x B x T (mm): 595 x 595 x 575.
- Backofen: Einbaumasse H x B x T (mm): 595,0 x 560 x 560.
- Backofen: SensorControl Timer, versenkbare Knebel, CoolDoor3, Steam Clean.
- Kochfeld: autarkes Induktionskochfeld, 60 cm, 4 Kochzonen mit Booster.
- Kochfeld: Geraetemasse B x T (mm): 590 x 520.
- Kochfeld: Ausschnittmasse B x T (mm): 560 x 490.
- Kochfeld: 9 Leistungsstufen, Timer, Restwaermeanzeige, Topferkennung, Kindersicherung.
Auswahlhinweise:
- Vor der Bestellung Nischenmass, Anschlusswert und Elektroanschluss pruefen.",Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time),Mon Apr 27 2026 15:04:29 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
kitchen-model-c,560303,Split Kitchen,ACTIVE,Two-part layout with separated zones for flexibility,11111111|736269|CDE-80539-001|EFG-10115-001|EFG-10117-002,cmoh7lg6v0023sn1o3ria53gn,COMPONENT,50,CAB-COOK-C-R-600,US60,Base cabinet with drawer 600/600 mm,219.00,600,878,600,cook-base-right,drawer_base_two,#ffbf00,false,true,,,,,"""""",,,Mon Apr 27 2026 15:04:29 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
kitchen-model-c,560303,Split Kitchen,ACTIVE,Two-part layout with separated zones for flexibility,11111111|736269|CDE-80539-001|EFG-10115-001|EFG-10117-002,cmoh7lg6w0025sn1ori4wfsuj,COMPONENT,60,CAB-WALL-C-L-600,H6002,Wall Cabinet left (600 x 723 x 320 mm),149.00,600,720,340,wall-cabinet-1,wall_cabinet_standard,#00ffbf,false,true,"H6002, 2 adjustable shelves",,,,"""""",,,Mon Apr 27 2026 15:04:29 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
kitchen-model-c,560303,Split Kitchen,ACTIVE,Two-part layout with separated zones for flexibility,11111111|736269|CDE-80539-001|EFG-10115-001|EFG-10117-002,cmoh7lg6x0027sn1objeklzrh,COMPONENT,70,CAB-WALL-C-ML-600,H6002,Wall Cabinet mid-left (600 x 723 x 320 mm),149.00,600,720,340,wall-cabinet-2,wall_cabinet_standard,#00ffbf,false,true,"H6002, 2 adjustable shelves",,,,"""""",,,Mon Apr 27 2026 15:04:29 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
kitchen-model-c,560303,Split Kitchen,ACTIVE,Two-part layout with separated zones for flexibility,11111111|736269|CDE-80539-001|EFG-10115-001|EFG-10117-002,cmoh7lg6y0029sn1om0fovit2,COMPONENT,80,CAB-WALL-C-MR-600,H6002,Wall Cabinet mid-right (600 x 723 x 320 mm),149.00,600,720,340,wall-cabinet-3,wall_cabinet_standard,#394c00,false,true,"H6002, 2 adjustable shelves",,,,"""""",,,Mon Apr 27 2026 15:04:29 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
kitchen-model-c,560303,Split Kitchen,ACTIVE,Two-part layout with separated zones for flexibility,11111111|736269|CDE-80539-001|EFG-10115-001|EFG-10117-002,cmoh7lg6z002bsn1ot2wcy6wb,COMPONENT,90,CAB-WALL-C-R-600,H6002,Wall Cabinet right (600 x 723 x 320 mm),149.00,600,720,340,wall-cabinet-4,wall_cabinet_standard,#ff7f9f,false,true,"H6002, 2 adjustable shelves",,,,"""""",,,Mon Apr 27 2026 15:04:29 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
